file,fn_src,ymd,index,area_sqm,area_type,component_cd,contract_dt,create_dt,dealing_no,district_code,house_no,locality,postcode,prop_name,prop_nature,prop_purpose,property_id,record_type,sale_cd,sale_counter,sale_interest,sale_price,settle_dt,strata_no,street_name,unit_no,zoning
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1962,70.0,M,,20170309.0,20200406 01:01,AQ3974,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,444,0.0,712000,20200331.0,18.0,HALIFAX ST,1205,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1966,77.0,M,,20170309.0,20200406 01:01,AQ2262,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,445,0.0,803000,20200331.0,25.0,HALIFAX ST,603,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1970,59.0,M,,20170314.0,20200406 01:01,AQ2635,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,446,0.0,635000,20200331.0,33.0,HALIFAX ST,612,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1978,65.0,M,,20161122.0,20200406 01:01,AQ9524,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,448,0.0,693000,20200402.0,52.0,HALIFAX ST,809,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1983,109.0,M,,20161114.0,20200406 01:01,AQ4709,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,449,0.0,1099000,20200331.0,53.0,HALIFAX ST,810,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,1991,64.0,M,,20170109.0,20200406 01:01,AQ2844,90,19,MACQUARIE PARK,2113.0,,R,RESIDENCE,4277335.0,B,,451,0.0,734000,20200331.0,87.0,HALIFAX ST,1111,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2003,,,,20161114.0,20200406 01:01,AQ4772,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,454,0.0,429000,20200331.0,4.0,HALIFAX ST,305,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2011,,,,20170427.0,20200406 01:01,AQ2655,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,456,0.0,434000,20200331.0,16.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2015,,,,20161125.0,20200406 01:01,AQ2834,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,457,0.0,434000,20200331.0,17.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2019,,,,20161129.0,20200406 01:01,AQ2873,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,458,0.0,1090000,20200331.0,20.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2027,,,,20161125.0,20200406 01:01,AQ2791,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,460,0.0,467000,20200331.0,24.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2031,,,,20161114.0,20200406 01:01,AQ4357,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,461,0.0,467000,20200331.0,25.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2035,,,,20161114.0,20200406 01:01,AQ7181,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,462,0.0,434000,20200401.0,29.0,HALIFAX ST,606,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2040,,,,20161114.0,20200406 01:01,AQ2618,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,463,0.0,472000,20200331.0,36.0,HALIFAX ST,613,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2045,,,,20170717.0,20200406 01:01,AQ2647,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,464,0.0,708000,20200331.0,45.0,HALIFAX ST,710,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2050,,,,20161114.0,20200406 01:01,AQ4740,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,465,0.0,477000,20200331.0,48.0,HALIFAX ST,713,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2054,,,,20170622.0,20200406 01:01,AQ2664,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,466,0.0,482000,20200331.0,49.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2063,,,,20170309.0,20200406 01:01,AQ2601,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,468,0.0,1019000,20200331.0,51.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2068,,,,20170202.0,20200406 01:01,AQ4731,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,469,0.0,451500,20200331.0,53.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2085,,,,20170313.0,20200406 01:01,AQ2703,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,473,0.0,472000,20200331.0,87.0,HALIFAX ST,1105,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2089,,,,20170112.0,20200406 01:01,AQ7533,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,474,0.0,1128000,20200401.0,89.0,HALIFAX ST,1108,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2094,,,,20170309.0,20200406 01:01,AQ2680,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,475,0.0,502000,20200331.0,94.0,HALIFAX ST,,
090_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,2103,,,,20170304.0,20200406 01:01,AQ3455,90,13,MACQUARIE PARK,2113.0,,R,RESIDENCE,4278002.0,B,,477,0.0,476000,20200331.0,97.0,HALIFAX ST,1205,
103_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,412,312.0,M,,20170623.0,20200406 01:01,AQ600,103,101,WOLLONGONG,2500.0,,R,RESIDENCE,4276317.0,B,,79,0.0,1425000,20200330.0,3.0,CORRIMAL ST,3,
214_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,129,,,,20170831.0,20200406 01:02,AP995779,214,828,ROUSE HILL,2155.0,,R,RESIDENCE,4214932.0,B,,26,0.0,740000,20200327.0,107.0,WINDSOR RD,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,286,,,,20160623.0,20200406 01:03,AQ9994,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,60,0.0,551000,20200402.0,8.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,294,,,,20160317.0,20200406 01:03,AQ4151,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,62,0.0,548100,20200331.0,15.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,299,,,,20160517.0,20200406 01:03,AP997328,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,63,0.0,547950,20200327.0,16.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,307,,,,20160518.0,20200406 01:03,AP997203,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,65,0.0,547950,20200327.0,19.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,311,,,,20171101.0,20200406 01:03,AQ7267,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,66,0.0,595000,20200401.0,75.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,315,,,,20160317.0,20200406 01:03,AP996537,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,67,0.0,607985,20200327.0,132.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,319,,,,20160317.0,20200406 01:03,AQ2208,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,68,0.0,607985,20200331.0,134.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,324,,,,20161011.0,20200406 01:03,AP996988,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,69,0.0,555000,20200327.0,139.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,328,,,,20160322.0,20200406 01:03,AP994557,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,70,0.0,563175,20200327.0,146.0,BIGGE ST,,
223_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,332,,,,20160929.0,20200406 01:03,AQ2380,223,17,LIVERPOOL,2170.0,,R,RESIDENCE,4271917.0,B,,71,0.0,475500,20200331.0,178.0,BIGGE ST,,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,122,131.0,M,,20170902.0,20200406 01:03,AP308629,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,26,0.0,590000,20190607.0,1.0,ESSINGTON ST,1,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,127,191.0,M,,20170918.0,20200406 01:03,AP307220,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,27,0.0,595000,20190607.0,2.0,ESSINGTON ST,2,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,132,112.0,M,,20171025.0,20200406 01:03,AP301825,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,28,0.0,580000,20190605.0,5.0,ESSINGTON ST,1,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,136,119.0,M,,20171106.0,20200406 01:03,AP353652,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,29,0.0,585000,20190627.0,6.0,ESSINGTON ST,2,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,140,112.0,M,,20171020.0,20200406 01:03,AP305290,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,30,0.0,590000,20190606.0,10.0,ESSINGTON ST,1,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,144,119.0,M,,20171103.0,20200406 01:03,AP367162,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,31,0.0,590000,20190702.0,11.0,ESSINGTON ST,202,
261_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,147,112.0,M,,20171030.0,20200406 01:03,AP340606,261,67,WENTWORTHVILLE,2145.0,,R,RESIDENCE,4221947.0,B,XA,32,0.0,590000,20190621.0,12.0,ESSINGTON ST,3,
708_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,588,,,,20170617.0,20200406 01:04,AP997116,708,19,WATERLOO,2017.0,,R,RESIDENCE,4260179.0,B,,130,0.0,820000,20200327.0,17.0,DUNKERLEY PL,303,
708_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,594,,,,20170617.0,20200406 01:04,AP997160,708,19,WATERLOO,2017.0,,R,RESIDENCE,4260179.0,B,,131,0.0,1328500,20200327.0,19.0,DUNKERLEY PL,306,
708_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,601,,,,20170617.0,20200406 01:04,AP997110,708,19,WATERLOO,2017.0,,R,RESIDENCE,4260179.0,B,,132,0.0,835000,20200327.0,41.0,DUNKERLEY PL,703,
708_SALES_DATA_NNME_06042020.DAT,20200406.csv,20200406,607,,,,20170617.0,20200406 01:04,AP997111,708,19,WATERLOO,2017.0,,R,RESIDENCE,4260179.0,B,,133,0.0,835000,20200327.0,41.0,DUNKERLEY PL,703,
085_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,17,120.0,M,,20161028.0,20190318 01:02,AP121000,85,15,ST LEONARDS,2065.0,,R,RESIDENCE,4177870.0,B,,4,0.0,1095000,20190111.0,17.0,MARSHALL AVE,210,
085_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,21,83.0,M,,20160827.0,20190318 01:02,AP115728,85,1,ST LEONARDS,2065.0,,R,RESIDENCE,4177923.0,B,,5,0.0,780000,20190115.0,40.0,MARSHALL AVE,805,
085_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,47,98.0,M,,20161102.0,20190318 01:02,AP110166,85,1,ST LEONARDS,2065.0,,R,RESIDENCE,4177923.0,B,,11,0.0,1595000,20190118.0,110.0,MARSHALL AVE,1702,
214_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,150,201.5,M,RRD,20171005.0,20190318 01:04,AP106115,214,7,BLACKTOWN,2148.0,,R,RESIDENCE,4175747.0,B,,32,0.0,782000,20190304.0,,CADDY ST,,R1
214_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,167,123.2,M,,20170721.0,20190318 01:04,AP104780,214,6,BLACKTOWN,2148.0,,R,RESIDENCE,4179468.0,B,,35,0.0,63800000,20190301.0,,TEE GLD,,
218_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,26,118.0,M,,20160428.0,20190318 01:05,AP99024,218,18,CAMPBELLTOWN,2560.0,,R,RESIDENCE,4179136.0,B,,7,0.0,499000,20190228.0,72.0,BROUGHTON ST,,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,102,123.0,M,,20170421.0,20190318 01:05,AP111079,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,20,0.0,563888,20190308.0,93.0,MACQUARIE ST,93,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,106,133.0,M,,20170309.0,20190318 01:05,AP119172,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,21,0.0,569888,20190226.0,104.0,MACQUARIE ST,104,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,111,133.0,M,,20170213.0,20190318 01:05,AP116248,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,22,0.0,573888,20190312.0,109.0,MACQUARIE ST,109,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,115,119.0,M,,20170814.0,20190318 01:05,AP111085,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,23,0.0,583888,20190308.0,116.0,MACQUARIE ST,116,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,119,123.0,M,,20170726.0,20190318 01:05,AP105229,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,24,0.0,596888,20190301.0,122.0,MACQUARIE ST,1405,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,123,138.0,M,,20170410.0,20190318 01:05,AP118627,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,25,0.0,608888,20190313.0,139.0,MACQUARIE ST,139,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,89,85.0,M,,20170418.0,20190318 01:05,AP109512,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,17,0.0,407000,20190308.0,6.0,MACQUARIE ST,6,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,94,87.0,M,,20170619.0,20190318 01:05,AP108364,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,18,0.0,440800,20190308.0,54.0,MACQUARIE ST,508,
223_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,98,121.0,M,,20170623.0,20190318 01:05,AP110256,223,387,LIVERPOOL,2170.0,,R,RESIDENCE,4184653.0,B,,19,0.0,546300,20190308.0,82.0,MACQUARIE ST,82,
261_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,64,117.0,M,,20170502.0,20190318 01:07,AP113412,261,20,WESTMEAD,2145.0,,R,RESIDENCE,4185197.0,B,,14,0.0,695000,20190311.0,22.0,GOOD ST,22,
708_SALES_DATA_NNME_18032019.DAT,20190318.csv,20190318,295,72.0,M,,20170516.0,20190318 01:09,AN949337,708,6,ZETLAND,2017.0,,R,RESIDENCE,4155973.0,B,,67,0.0,715000,20181213.0,196.0,KINGSBOROUGH WAY,2019,
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,15,437.7,M,KEM,20161204.0,20170213 01:03,AM135946,81,9,KELLYVILLE,2155.0,,R,RESIDENCE,2857856.0,B,,3,0.0,950000,20170127.0,,WELLINGTON AVE,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,163,453.8,M,KEM,20161209.0,20170213 01:03,AM133584,81,27,KELLYVILLE,2155.0,,R,RESIDENCE,589960.0,B,,32,0.0,970000,20170112.0,,FENWICK CL,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,169,450.0,M,KEM,20161128.0,20170213 01:03,AM124766,81,3,KELLYVILLE,2155.0,,R,RESIDENCE,584734.0,B,,33,0.0,1030000,20170120.0,,COBBLERS CL,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,208,600.0,M,KEM,20161108.0,20170213 01:03,AM130360,81,4,KELLYVILLE,2155.0,,R,RESIDENCE,586340.0,B,,41,0.0,1031111,20170116.0,,CRESTVIEW AVE,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,271,450.0,M,AZZ,20161215.0,20170213 01:03,AM131007,81,27,ROUSE HILL,2155.0,,R,RESIDENCE,601846.0,B,,53,0.0,940000,20170120.0,,MAILEY CCT,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,286,490.7,M,KEM,20161115.0,20170213 01:03,AM134442,81,13,KELLYVILLE,2155.0,,R,RESIDENCE,599442.0,B,,56,0.0,1020000,20170120.0,,LANGFORD SMITH CL,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,316,700.5,M,AZZ,20161207.0,20170213 01:03,AM127196,81,46,ROUSE HILL,2155.0,,R,RESIDENCE,608948.0,B,,61,0.0,1097300,20170125.0,,PATRIOT PL,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,32,457.6,M,BKM,20161216.0,20170213 01:03,AM127463,81,17,KELLYVILLE,2155.0,,R,RESIDENCE,2872070.0,B,,6,0.0,1440000,20170127.0,,JULIAN CL,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,364,556.6,M,KEM,20161029.0,20170213 01:03,AM128321,81,3,KELLYVILLE,2155.0,,R,RESIDENCE,618151.0,B,,70,0.0,1085000,20170124.0,,TOM SCANLON CL,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,37,485.0,M,KEM,20161213.0,20170213 01:03,AM134607,81,15,KELLYVILLE,2155.0,,R,RESIDENCE,2918841.0,B,,7,0.0,1225000,20170123.0,,QUEENSBURY AVE,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,395,406.1,M,NKR,20160905.0,20170213 01:03,AM127826,81,14,KELLYVILLE,2155.0,,R,RESIDENCE,3739437.0,B,,76,0.0,974000,20170201.0,,SPRINGBROOK BVD,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,400,750.4,M,AZZ,20161010.0,20170213 01:03,AM133108,81,3,ROUSE HILL,2155.0,,R,RESIDENCE,2774931.0,B,,77,0.0,1400000,20170120.0,,MONARCH CL,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,406,695.3,M,KEM,20161214.0,20170213 01:03,AM123142,81,28,KELLYVILLE,2155.0,,R,RESIDENCE,2829989.0,B,,78,0.0,1500000,20170125.0,,PARK RIDGE CCT,,R3
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,415,544.3,M,NKR,20161127.0,20170213 01:03,AM118058,81,6,KELLYVILLE,2155.0,,R,RESIDENCE,3784552.0,B,,80,0.0,1420000,20170118.0,,GARRAWILLA AVE,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,421,700.5,M,BRA,20161219.0,20170213 01:03,AM126007,81,53,KELLYVILLE,2155.0,,R,RESIDENCE,3811430.0,B,,81,0.0,947500,20170130.0,,ARNOLD AVE,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,459,567.0,M,NKR,20170105.0,20170213 01:03,AM108573,81,2,KELLYVILLE,2155.0,,R,RESIDENCE,3910342.0,B,,89,0.0,650000,20170119.0,,WATHEROO ST,,R2
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,59,,,,20161202.0,20170213 01:03,AM115200,81,47,ROUSE HILL,2155.0,,R,RESIDENCE,3370343.0,B,,11,0.0,619000,20170118.0,93.0,MAIN ST,506,
081_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,89,160.0,M,RHM,20161108.0,20170213 01:03,AM124791,81,145,ROUSE HILL,2155.0,,R,RESIDENCE,3666219.0,B,,17,0.0,847000,20170131.0,,SANCTUARY DR,,R3
085_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,35,416.0,M,RAK,20161124.0,20170213 01:03,AM131001,85,46,ST LEONARDS,2065.0,,R,RESIDENCE,2889028.0,B,,8,0.0,1730000,20170124.0,,RIVER RD,,R2
088_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,173,,,,20161111.0,20170213 01:04,AM134769,88,599,ST LEONARDS,2065.0,,R,RESIDENCE,3066023.0,B,,35,0.0,1110000,20170120.0,63.0,PACIFIC HWY,801 E,
088_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,189,120.0,M,,20160707.0,20170213 01:04,AM140856,88,38,ST LEONARDS,2065.0,,R,RESIDENCE,3880554.0,B,,39,0.0,1220000,20161007.0,64.0,ATCHISON ST,1005,
088_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,221,57.0,M,,20161207.0,20170213 01:04,AM115761,88,10,ST LEONARDS,2065.0,,R,RESIDENCE,3931756.0,B,,44,0.0,725000,20170118.0,180.0,ATCHISON ST,2109,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,110,,,,20161204.0,20170213 01:04,AM119857,89,7,WESTMEAD,2145.0,,R,RESIDENCE,814413.0,B,,23,0.0,600000,20170120.0,6.0,CENTRAL AVE,6,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,12,,,,20161115.0,20170213 01:04,AM137958,89,14,WESTMEAD,2145.0,,R,RESIDENCE,825963.0,B,,3,0.0,630000,20170124.0,5.0,HAINSWORTH ST,5,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,139,696.77,M,BQA,20161105.0,20170213 01:04,AM126847,89,27,WENTWORTHVILLE,2145.0,,R,RESIDENCE,836439.0,B,,28,0.0,1165000,20170120.0,,MAYFIELD ST,,R2
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,194,431.5,M,BQA,20161021.0,20170213 01:04,AM133166,89,7 B,WENTWORTHVILLE,2145.0,,R,RESIDENCE,3457603.0,B,,40,0.0,915000,20170131.0,,PAGE ST,,R2
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,235,701.9,M,BQA,20161219.0,20170213 01:04,AM136590,89,98,WENTWORTHVILLE,2145.0,,R,RESIDENCE,844052.0,B,,48,0.0,1050000,20170130.0,,RAILWAY ST,,R2
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,35,,,,20161031.0,20170213 01:04,AM136510,89,93,WESTMEAD,2145.0,,R,RESIDENCE,810350.0,B,,8,0.0,679000,20170127.0,7.0,BRIDGE RD,7,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,396,,,,20160914.0,20170213 01:04,AM57038,89,17,WESTMEAD,2145.0,,R,RESIDENCE,3997252.0,B,,78,0.0,845000,20161219.0,1.0,LYDBROOK ST,,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,411,,,,20161021.0,20170213 01:04,AM86157,89,17,WESTMEAD,2145.0,,R,RESIDENCE,3997252.0,B,,81,0.0,510000,20161220.0,4.0,LYDBROOK ST,,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,415,,,,20160918.0,20170213 01:04,AM40186,89,17,WESTMEAD,2145.0,,R,RESIDENCE,3997252.0,B,,82,0.0,610000,20161215.0,7.0,LYDBROOK ST,,
089_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,543,137.0,M,,20161116.0,20170213 01:04,AM122414,89,49,WENTWORTHVILLE,2145.0,,R,RESIDENCE,3963593.0,B,,116,0.0,605000,20170127.0,2.0,WENTWORTH AVE,2,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,10,657.6,M,RAB,20161215.0,20170213 01:04,AM52991,92,70,CHATSWOOD,2067.0,,R,RESIDENCE,955129.0,B,,3,0.0,326250,20161215.0,,DALRYMPLE AVE,,R2
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,125,,,,20161201.0,20170213 01:04,AM138033,92,1,CHATSWOOD,2067.0,,R,RESIDENCE,3343003.0,B,,26,0.0,1658000,20170120.0,85.0,CAMBRIDGE LANE,1507,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,135,105.0,M,,20161223.0,20170213 01:04,AM126158,92,1,CHATSWOOD,2067.0,,R,RESIDENCE,3798741.0,B,,28,0.0,1715000,20170201.0,78.0,POST OFFICE LANE,2303,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,180,157.0,M,,20161121.0,20170213 01:04,AM134100,92,38 C,CHATSWOOD,2067.0,,R,RESIDENCE,3902646.0,B,,38,0.0,1574000,20170130.0,47.0,ALBERT AVE,706,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,21,,,,20161019.0,20170213 01:04,AM129512,92,8,CHATSWOOD,2067.0,,R,RESIDENCE,952575.0,B,,5,0.0,1630000,20170120.0,85.0,BROWN ST,1610,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,27,,,,20161130.0,20170213 01:04,AM134346,92,1,CHATSWOOD,2067.0,,R,RESIDENCE,958148.0,B,,6,0.0,1370000,20170123.0,33.0,EDDY RD,33,
092_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,33,,,,20170125.0,20170213 01:04,AM133377,92,809,CHATSWOOD,2067.0,,R,RESIDENCE,2959667.0,B,,7,0.0,825000,20170131.0,160.0,PACIFIC HWY,160,
103_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,182,,,,20161130.0,20170213 01:05,AM121137,103,84,WOLLONGONG,2500.0,,R,RESIDENCE,1188455.0,B,,36,0.0,590000,20170111.0,2.0,SMITH ST,2,
103_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,226,,,,20161207.0,20170213 01:05,AM143215,103,4,WOLLONGONG,2500.0,,R,RESIDENCE,2925654.0,B,,44,0.0,630000,20170120.0,9.0,WISEMAN AVE,9,
103_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,304,,,,20161209.0,20170213 01:05,AM132524,103,14,WOLLONGONG,2500.0,,R,RESIDENCE,1139005.0,B,,58,0.0,1350000,20170124.0,11.0,CHURCH ST,11,
103_SALES_DATA_NNME_13022017.DAT,20170213.csv,20170213,310,,,,20161219.0,20170213 01:05,AM143243,103,72,WOLLONGONG,2500.0,,R,RESIDENCE,1141621.0,B,,59,0.0,565000,20170130.0,7.0,CORRIMAL ST,7,
